,Artist,Url_spotify,Track,Album,Tempo,Url_youtube,Youtube Views,Likes,Spotify Streams
105,Michael Jackson,https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm,Don't Stop 'Til You Get Enough,Off the Wall,118.881,https://www.youtube.com/watch?v=yURRmWtbTbo,349102050,2254295,389644450
106,Michael Jackson,https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm,They Don't Care About Us,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",89.946,https://www.youtube.com/watch?v=QNJL6nfu__Q,978680025,8312571,256361972
107,Michael Jackson,https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm,Remember the Time,Dangerous,108.002,https://www.youtube.com/watch?v=LeiFF0gvqcc,504057332,3085718,224254298
108,Michael Jackson,https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm,The Way You Make Me Feel - 2012 Remaster,Bad (Remastered),114.472,https://www.youtube.com/watch?v=HzZ_urpj4As,436325398,2515830,349629692
109,Michael Jackson,https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm,Love Never Felt So Good,XSCAPE,117.513,https://www.youtube.com/watch?v=oG08ukJPtR8,343328494,2121502,280500270
110,P!nk,https://open.spotify.com/artist/1KCSPY1glIKqW2TotWuXOR,Just Give Me a Reason (feat. Nate Ruess),The Truth About Love,95.002,https://www.youtube.com/watch?v=OpQFFLBMEPI,1518313784,6420621,995490565
111,P!nk,https://open.spotify.com/artist/1KCSPY1glIKqW2TotWuXOR,Never Gonna Not Dance Again,Never Gonna Not Dance Again,113.796,https://www.youtube.com/watch?v=iqYK79jCssA,10941241,216805,34361626
112,P!nk,https://open.spotify.com/artist/1KCSPY1glIKqW2TotWuXOR,Raise Your Glass,Raise Your Glass,122.019,https://www.youtube.com/watch?v=XjVNlG5cZyQ,237232986,1026177,502735560
113,P!nk,https://open.spotify.com/artist/1KCSPY1glIKqW2TotWuXOR,Try,The Truth About Love,103.998,https://www.youtube.com/watch?v=yTCDVfMz15M,534286492,2554163,476783121
114,P!nk,https://open.spotify.com/artist/1KCSPY1glIKqW2TotWuXOR,So What,Funhouse (Expanded Edition),126.019,https://www.youtube.com/watch?v=FJfFZqTlWrQ,432775314,2187945,471672024
115,P!nk,https://open.spotify.com/artist/1KCSPY1glIKqW2TotWuXOR,What About Us,Beautiful Trauma,113.608,https://www.youtube.com/watch?v=ClU3fctbGls,339837769,1819636,662431775
116,P!nk,https://open.spotify.com/artist/1KCSPY1glIKqW2TotWuXOR,Cover Me In Sunshine,All I Know So Far: Setlist,159.7,https://www.youtube.com/watch?v=vGZhMIXH62M,80575503,948515,346097538
117,P!nk,https://open.spotify.com/artist/1KCSPY1glIKqW2TotWuXOR,TRUSTFALL,TRUSTFALL,122.032,https://www.youtube.com/watch?v=D2KE2a5qo0g,3309247,146755,2790105
118,P!nk,https://open.spotify.com/artist/1KCSPY1glIKqW2TotWuXOR,Who Knew,I'm Not Dead,140.004,https://www.youtube.com/watch?v=NJWIbIe0N90,168736063,611231,219363750
119,P!nk,https://open.spotify.com/artist/1KCSPY1glIKqW2TotWuXOR,True Love (feat. Lily Allen),The Truth About Love,192.205,https://www.youtube.com/watch?v=zsmUOdmm02A,149977268,938718,170002964
120,Eminem,https://open.spotify.com/artist/7dGJo4pcD2V6oG8kP0tJRR,Mockingbird,Encore (Deluxe Version),84.039,https://www.youtube.com/watch?v=S9bCLPwzSC0,719661717,5550929,908006704
121,Eminem,https://open.spotify.com/artist/7dGJo4pcD2V6oG8kP0tJRR,Without Me,The Eminem Show,112.238,https://www.youtube.com/watch?v=YVkUvmDQ3HY,1590485349,11469490,1457351902
122,Eminem,https://open.spotify.com/artist/7dGJo4pcD2V6oG8kP0tJRR,The Real Slim Shady,The Marshall Mathers LP,104.504,https://www.youtube.com/watch?v=eJO5HU_7_1w,777507160,6489755,1232567233
123,Eminem,https://open.spotify.com/artist/7dGJo4pcD2V6oG8kP0tJRR,Superman,The Eminem Show,130.027,https://www.youtube.com/watch?v=8kYkciD9VjU,139257221,950561,466021760
124,Eminem,https://open.spotify.com/artist/7dGJo4pcD2V6oG8kP0tJRR,Till I Collapse,The Eminem Show,171.447,https://www.youtube.com/watch?v=3m_QN8P93IA,1931315,18992,1548871694
125,Eminem,https://open.spotify.com/artist/7dGJo4pcD2V6oG8kP0tJRR,Stan,The Marshall Mathers LP,80.063,https://www.youtube.com/watch?v=gOMhN-hfMtY,623027280,5152714,799979337
126,Eminem,https://open.spotify.com/artist/7dGJo4pcD2V6oG8kP0tJRR,Love The Way You Lie,Recovery,86.989,https://www.youtube.com/watch?v=uelHwf8o7_U,2539156924,12696568,1115478746
127,Eminem,https://open.spotify.com/artist/7dGJo4pcD2V6oG8kP0tJRR,Godzilla (feat. Juice WRLD),Music To Be Murdered By,165.995,https://www.youtube.com/watch?v=r_0JjYUe5jo,547039623,9287567,1072650382
